"X-coordinate","Electric Potential"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
"100.0","-5.903167412419162E-8"
